year,Region,Region_Desc,Management_Area,Number_Fish,Landed_Weight_lbs,Species_Code,Species_Name
2021,1,Southeastern Region,D,2460871,6897632.9,440,pink_salmon
2021,1,Southeastern Region,D,3182773,19578842.68,450,chum_salmon
2021,2,Central Region,E,8829,114607,410,chinook_salmon
2021,2,Central Region,E,1323691,6999897.7,420,sockeye_salmon
2021,2,Central Region,E,226209,1648764,430,coho_salmon
2021,2,Central Region,E,63977076,204739828.8,440,pink_salmon
2021,2,Central Region,E,2437504,16532005.2,450,chum_salmon
2021,2,Central Region,H,2009,25290.7,410,chinook_salmon
2021,2,Central Region,H,958657,4595289.1,420,sockeye_salmon
2021,2,Central Region,H,41754,225236.2,430,coho_salmon
2021,2,Central Region,H,2005050,6531294.95,440,pink_salmon
2021,2,Central Region,H,57191,407774.45,450,chum_salmon
2021,2,Central Region,T,7936,70211.8,410,chinook_salmon
2021,2,Central Region,T,41999505,198935043.3,420,sockeye_salmon
2021,2,Central Region,T,47987,294962.1,430,coho_salmon
2021,2,Central Region,T,3603,11784.4,440,pink_salmon
2021,2,Central Region,T,212523,1116932,450,chum_salmon
2021,3,A-Y-K Region,W,,29124,410,chinook_salmon
2021,3,A-Y-K Region,W,,691349,420,sockeye_salmon
2021,3,A-Y-K Region,W,,97780,430,coho_salmon
2021,3,A-Y-K Region,W,,136,440,pink_salmon
2021,3,A-Y-K Region,W,,43021,450,chum_salmon
2021,3,A-Y-K Region,X,,,410,chinook_salmon
2021,3,A-Y-K Region,X,,12,420,sockeye_salmon
2021,3,A-Y-K Region,X,,17.4,430,coho_salmon
2021,3,A-Y-K Region,X,,,440,pink_salmon
2021,3,A-Y-K Region,X,82401,612362.2,450,chum_salmon
2021,4,Westward Region,K,9619,68217.35,410,chinook_salmon
2021,4,Westward Region,K,3191954,14407767,420,sockeye_salmon
2021,4,Westward Region,K,289500,1966660.5,430,coho_salmon
2021,4,Westward Region,K,25985093,81240923,440,pink_salmon
2021,4,Westward Region,K,404317,2717384,450,chum_salmon
2021,4,Westward Region,L,1276,9171,410,chinook_salmon
2021,4,Westward Region,L,106578,554076,420,sockeye_salmon
2021,4,Westward Region,L,73807,469216,430,coho_salmon
2021,4,Westward Region,L,1189053,3764372,440,pink_salmon
2021,4,Westward Region,L,41270,267686,450,chum_salmon
2021,4,Westward Region,M,15859,129613,410,chinook_salmon
2021,4,Westward Region,M,7180113,32472383.6,420,sockeye_salmon
2021,4,Westward Region,M,288873,1662954.9,430,coho_salmon
2021,4,Westward Region,M,13480126,39692504.45,440,pink_salmon
2021,4,Westward Region,M,2235316,10493768.33,450,chum_salmon
