"year","name","value"
1989,"dungeness",1.3505578769292
1990,"pink",3.5756324801486
1990,"walleye.pollock",3.08425407390007
1990,"slope.rockfish",2.14359447649293
1990,"sockeye",2.7687241263872
1990,"pacific.halibut",2.19169805425506
1990,"chum",2.12949634400766
1990,"pacific.herring",2.15911077171758
1990,"shrimp",1.10054429910439
1990,"sablefish",2.25158063813527
1990,"pacific.cod",2.91816575931247
1990,"king.crab",0
1990,"coho",2.01961577448423
1990,"tanner.crab",1.11830222036312
1990,"other.flatfish",1.98133405907796
1990,"atka.mackerel",1.09085195258178
1990,"dungeness",1.38447394820463
